date, pm25, pm10, o3, no2, so2, co
2019/10/5, 79, 27, 13, , 1, 6
2019/10/6, 69, 49, 12, , , 7
2019/10/7, 94, 44, 13, , , 7
2019/10/8, 96, 52, 12, 10, 1, 7
2019/10/9, 90, 50, 13, 5, , 7
2019/10/10, 95, 56, 14, 5, , 7
2019/10/11, 128, 51, 14, 33, 1, 6
2019/10/12, 117, 61, 13, , , 4
2019/10/13, 139, 49, 13, , 1, 5
2019/10/14, 89, 57, 13, , 1, 7
2019/10/15, 101, 60, 13, , 1, 7
2019/10/16, 101, 67, , , , 9
2019/10/17, 134, 68, , , , 7
2019/10/18, 148, , , , , 
2019/10/20, 36, 41, 2, , , 5
2019/10/21, 92, 30, 7, , , 5
2019/10/22, 61, 19, 9, , , 5
2019/10/23, 51, 31, 10, , , 5
2019/10/24, 76, 32, 12, , , 5
2019/10/25, 83, 31, 10, 13, , 10
2019/10/26, 35, 32, 11, 9, , 6
2019/10/27, 66, 45, 12, 7, 1, 4
2019/10/28, 83, 33, 13, 6, , 5
2019/10/29, 54, 44, 12, 8, , 5
2019/10/30, 86, 39, 11, 6, , 7
2019/10/31, 79, 27, 11, 4, , 5
2019/11/1, 70, 22, 13, 3, , 5
2019/11/2, 47, 23, 16, 1, , 4
2019/11/3, 65, 36, 13, 2, 1, 4
2019/11/4, 76, 31, 25, 3, , 4
2019/11/5, 76, 40, 29, 11, , 6
2019/11/6, 80, 48, 28, 7, 1, 6
2019/11/7, 96, 42, 12, 14, 1, 5
2019/11/8, 70, 41, 13, 6, 1, 5
2019/11/9, 80, 49, 16, , 1, 7
2019/11/10, 106, 59, 15, 1, 1, 9
2019/11/11, 137, 74, 17, 2, 1, 13
2019/11/12, 145, 69, 17, 2, 1, 9
2019/11/13, 142, 68, 16, , 1, 9
2019/11/14, 143, 71, 16, , 1, 9
2019/11/15, 138, 66, 22, 6, , 9
2019/11/16, 163, 59, 21, , , 6
2019/11/17, 126, 70, 22, , , 8
2019/11/18, 155, 74, 54, 4, , 13
2019/11/19, 154, 76, 17, 6, , 11
2019/11/20, 154, 72, 21, 7, , 10
2019/11/21, 150, 74, 18, 6, , 9
2019/11/22, 157, 80, 20, 6, , 12
2019/11/23, 145, 78, 21, 5, , 11
2019/11/24, 150, 76, 19, 6, , 10
2019/11/25, 154, 71, 19, 6, , 9
2019/11/26, 150, 66, 20, 4, , 9
2019/11/27, 136, 75, 20, 4, 1, 11
2019/11/28, 140, 73, 22, 2, , 11
2019/11/29, 150, 69, 21, 2, , 9
2019/11/30, 142, 64, 21, 1, , 8
2019/12/1, 142, 63, 21, 2, , 8
2019/12/2, 122, 54, 39, 2, , 7
2019/12/3, 105, 60, 40, 2, 1, 8
2019/12/4, 134, 71, 20, 4, 2, 8
2019/12/5, 147, 63, 22, 3, 4, 6
2019/12/6, 125, 63, 27, 3, 4, 8
2019/12/7, 127, 70, 27, 3, 1, 6
2019/12/8, 149, 76, 34, 3, 2, 15
2019/12/9, 137, 77, 35, 2, 1, 12
2019/12/10, 140, 77, 21, 2, , 9
2019/12/11, 133, 87, 21, 1, , 8
2019/12/12, 127, 73, 26, 1, , 6
2019/12/13, 123, 59, 36, 1, , 8
2019/12/14, 120, 65, 36, 1, , 9
2019/12/15, 156, 64, 33, 1, 1, 7
2019/12/16, 150, 64, 26, 1, 1, 6
2019/12/17, 149, 76, 26, 2, , 11
2019/12/18, 159, 78, 22, 2, 1, 13
2019/12/19, 161, 86, 75, 1, 1, 12
2019/12/20, 163, 79, 18, 4, 1, 14
2019/12/21, 156, 81, 27, 2, , 12
2019/12/22, 163, 80, 27, 3, , 13
2019/12/23, 161, 80, 24, 2, 1, 10
2019/12/24, 155, 70, 18, 1, , 7
2019/12/25, 159, 68, 19, 1, , 7
2019/12/26, 142, 62, 22, 1, 1, 6
2019/12/27, 139, 46, 24, 1, 2, 4
2019/12/28, 85, , , , , 
2019/7/8, 108, 28, 13, 8, , 5
2019/7/9, 77, 25, 12, 7, , 5
2019/7/10, 58, 33, 12, 6, , 4
2019/7/11, 58, 38, 12, 6, , 5
2019/7/12, 61, 40, 12, 6, , 5
2019/7/13, 65, 35, 12, 5, , 4
2019/7/14, 76, 63, 13, 4, , 4
2019/7/15, 65, 76, 13, 4, , 4
2019/7/16, 71, 70, 13, 3, , 3
2019/7/17, 68, 73, 13, 2, , 4
2019/7/18, 73, 54, 13, 2, , 3
2019/7/19, 80, 16, 12, 8, , 5
2019/7/20, 74, 29, 12, 9, , 5
2019/7/21, 77, 28, 13, 8, , 6
2019/7/22, 84, 36, 12, 6, , 6
2019/7/23, 95, 25, 13, 8, , 5
2019/7/24, 45, 25, 12, 5, , 5
2019/7/25, 68, 35, 12, 3, , 4
2019/7/26, 67, 28, 13, 2, , 3
2019/7/27, 60, 93, 13, 1, , 3
2019/7/28, 70, 39, 12, 2, , 3
2019/7/29, 67, 19, 12, 3, , 3
2019/7/30, 53, 26, 12, 2, , 3
2019/7/31, 59, 23, 13, 1, , 4
2019/8/1, 58, 20, 12, 2, , 4
2019/8/2, 60, 18, 13, 3, 1, 5
2019/8/3, 45, 42, 14, , 1, 1
2019/8/4, 32, 25, 13, , , 3
2019/8/5, 58, 25, 13, 1, , 3
2019/8/6, 65, 31, 13, 1, , 3
2019/8/7, 70, 43, 14, 1, , 3
2019/8/8, 82, 28, 13, 3, , 4
2019/8/9, 66, 33, 13, 1, , 4
2019/8/10, 57, 48, 12, , , 4
2019/8/11, 68, 53, 12, , , 4
2019/8/12, 68, 55, 14, , , 4
2019/8/13, 63, 39, 13, 1, , 3
2019/8/14, 84, 29, 12, 1, , 3
2019/8/19, 125, 30, 13, 4, 2, 5
2019/8/20, 71, 39, 15, 5, 1, 5
2019/8/21, 67, 43, 13, 3, 1, 4
2019/8/22, 76, 38, 13, 1, 2, 3
2019/8/23, 89, 25, 13, 6, 4, 6
2019/8/24, 61, 23, 13, 2, , 3
2019/8/25, 75, 44, 14, 2, , 3
2019/8/26, 78, 44, 15, 3, 1, 4
2019/8/27, 78, 50, 13, 4, , 4
2019/8/28, 74, 34, 17, 6, 1, 5
2019/8/29, 76, 24, 14, 5, , 4
2019/8/30, 59, 22, 16, 5, 1, 4
2019/8/31, 45, 19, 14, 5, , 4
2019/9/1, 56, 27, 13, 4, , 4
2019/9/2, 57, 36, 13, 4, , 5
2019/9/3, 45, 28, 14, 4, , 4
2019/9/4, 33, 20, 13, 5, , 6
2019/9/5, 50, 16, 13, 4, 1, 5
2019/9/6, 37, 24, 15, 4, , 5
2019/9/7, 43, 16, 14, 3, , 4
2019/9/8, 38, 19, 15, 4, , 5
2019/9/9, 55, 13, 13, 4, , 5
2019/9/10, 36, 24, 13, 3, , 4
2019/9/11, 61, 28, 15, , , 4
2019/9/12, 61, 29, 13, 2, , 3
2019/9/13, 63, 20, 14, 2, , 4
2019/9/14, 58, 29, 14, 1, 1, 4
2019/9/15, 54, 38, 14, , , 3
2019/9/16, 64, 36, 15, , , 3
2019/9/17, 59, 46, 14, 3, , 4
2019/9/18, 69, 31, 14, 5, , 7
2019/9/19, 71, 34, 13, 3, , 5
2019/9/20, 52, 45, 16, 2, , 4
2019/9/21, 62, 42, 14, 2, , 4
2019/9/22, 71, 43, 14, 1, 1, 3
2019/9/23, 67, 39, 13, 3, , 6
2019/9/24, 73, 40, 13, 3, , 5
2019/9/25, 81, 24, 13, 3, 1, 5
2019/9/26, 50, 23, 13, 4, , 4
2019/9/27, 49, 25, 12, 3, 1, 5
2019/9/28, 60, 31, 13, 2, , 4
2019/9/29, 54, 34, 13, , 1, 4
2019/9/30, 42, 25, 12, 1, 1, 5
2019/4/1, 123, 66, 48, 7, 1, 4
2019/4/2, 93, 66, 55, 6, 2, 4
2019/4/3, 110, 68, 50, 6, 2, 5
2019/4/4, 109, 68, 43, 5, 1, 4
2019/4/5, 122, 51, 35, 4, 1, 3
2019/4/6, 88, 51, 33, 4, 1, 3
2019/4/7, 78, 60, 39, 5, 1, 3
2019/4/8, 92, 65, 36, , 1, 4
2019/4/9, 97, 52, 40, , 1, 4
2019/4/10, 107, 47, 41, , 1, 4
2019/4/11, 196, 58, 43, 17, 2, 5
2019/4/12, 109, 64, 50, 15, 3, 5
2019/4/13, 108, 70, 46, 14, 3, 5
2019/4/14, 113, 54, 52, 13, 3, 6
2019/4/15, 110, 66, 52, 12, 2, 6
2019/4/16, 116, 66, 51, 7, 2, 3
2019/4/17, 83, 43, 49, 6, 2, 3
2019/4/18, 61, 60, 56, 16, 3, 4
2019/4/19, 98, 56, 50, 15, 2, 4
2019/4/20, 95, 48, 43, 11, 2, 4
2019/4/21, 86, 49, 38, 11, 2, 4
2019/4/22, 103, 52, 47, 11, 3, 3
2019/4/23, 99, 54, 44, 11, 4, 3
2019/4/24, 96, 59, 52, 11, 3, 3
2019/4/25, 103, 55, 47, 9, 4, 3
2019/4/26, 105, 66, 38, 7, 4, 3
2019/4/27, 96, 70, 14, , 4, 3
2019/4/28, 108, 72, 14, , 4, 4
2019/4/29, 132, 66, 14, , 2, 4
2019/4/30, 99, 89, 14, , 2, 3
2019/5/1, 108, 77, 15, , 1, 3
2019/5/2, 104, 68, 12, , 1, 3
2019/5/3, 95, 68, 12, , 1, 4
2019/5/4, 97, 64, 13, , 1, 3
2019/5/5, 99, 54, 13, , 1, 3
2019/5/6, 85, 58, 13, , 2, 4
2019/5/7, 86, 53, 13, , 1, 3
2019/5/8, 83, 43, 13, 29, 1, 3
2019/5/9, 69, 37, 13, 20, 1, 3
2019/5/10, 61, 41, 13, 18, 1, 3
2019/5/11, 70, 50, 13, 15, 1, 3
2019/5/12, 72, 53, 13, 14, 1, 3
2019/5/13, 66, 53, 13, 11, 1, 3
2019/5/14, 78, 55, 13, 9, 1, 3
2019/5/15, 78, 53, 13, 8, 1, 3
2019/5/16, 90, 63, 13, 7, 1, 3
2019/5/17, 104, 60, 13, 6, 1, 3
2019/5/18, 107, 58, 12, 9, 2, 4
2019/5/19, 104, 45, 13, 10, 2, 3
2019/5/20, 73, 57, 12, 8, 2, 3
2019/5/21, 99, 49, 13, 6, 1, 3
2019/5/22, 90, 51, 12, 9, 2, 3
2019/5/23, 87, 60, 13, 13, 1, 3
2019/5/24, 97, 52, 13, 15, 2, 5
2019/5/25, 96, 54, 12, 15, 1, 3
2019/5/26, 92, 64, 12, 15, 1, 4
2019/5/27, 101, 63, 13, 14, 1, 3
2019/5/28, 101, 57, 12, 14, 1, 4
2019/5/29, 82, 53, 13, 13, 1, 3
2019/5/30, 84, 43, 12, 11, 1, 3
2019/5/31, 81, 48, 12, 11, 1, 3
2019/6/1, 81, 46, 12, 10, 1, 3
2019/6/2, 82, 48, 12, 8, 1, 3
2019/6/3, 82, , , , , 
2019/6/7, 107, 56, 11, 10, 2, 4
2019/6/8, 90, 59, 12, , 1, 5
2019/6/9, 584, 44, 12, , 1, 4
2019/6/10, 92, 36, 12, , 1, 5
2019/6/11, 88, 28, 13, , 2, 5
2019/6/12, 70, 50, 12, , 1, 4
2019/6/13, 67, 56, 13, , 1, 4
2019/6/14, 68, 42, 13, , 1, 4
2019/6/15, 62, 50, 13, , 1, 3
2019/6/16, 63, 53, 13, , 1, 3
2019/6/17, 66, 58, 14, , 1, 3
2019/6/18, 67, 56, 14, , 1, 4
2019/6/19, 65, 74, 13, 7, 1, 3
2019/6/20, 82, 56, 13, 6, 1, 2
2019/6/21, 72, , 12, 6, 1, 3
2019/6/22, 84, , 12, 5, 1, 3
2019/6/23, 73, 61, 13, 6, 1, 4
2019/6/24, 74, 45, 13, 6, 6, 4
2019/6/25, 81, 45, 13, 8, 1, 4
2019/6/26, 94, 23, 13, 6, 1, 4
2019/6/27, 66, 17, 13, 10, 2, 7
2019/6/28, 46, 16, 13, 6, 2, 4
2019/6/29, 55, , , , , 
2019/1/1, 147, 80, 67, 29, 3, 13
2019/1/2, 135, 74, 62, 29, 4, 12
2019/1/3, 137, 70, 71, 29, 4, 12
2019/1/4, 123, 65, 71, 23, 4, 10
2019/1/5, 120, 51, 51, 17, 2, 7
2019/1/6, 97, 70, 51, 27, 11, 11
2019/1/7, 119, 84, 68, 30, 8, 12
2019/1/8, 146, 72, 66, 27, 5, 12
2019/1/9, 132, 89, 58, 39, 4, 18
2019/1/10, 149, 85, 70, 28, 4, 12
2019/1/11, 150, 63, 65, 19, 2, 8
2019/1/12, 119, 60, 74, 19, 3, 8
2019/1/13, 123, 65, 61, 27, 4, 10
2019/1/14, 131, 72, 54, 26, 7, 12
2019/1/15, 133, 80, 59, 32, 3, 14
2019/1/16, 144, 68, 56, 22, 2, 8
2019/1/17, 132, 65, 62, 17, 3, 6
2019/1/18, 122, 75, 53, 32, 7, 14
2019/1/19, 124, 63, 65, 24, 3, 11
2019/1/20, 122, 81, 59, 18, 2, 7
2019/1/21, 122, 67, 31, 13, 1, 4
2019/1/22, 84, 59, 36, 12, 1, 4
2019/1/23, 80, 59, 17, 11, 4, 4
2019/1/24, 86, 55, 47, 9, 2, 3
2019/1/25, 87, 52, 42, 12, 1, 5
2019/1/26, 97, 47, 43, 12, 1, 4
2019/1/27, 88, 43, 45, 14, 2, 4
2019/1/28, 81, 52, 49, 20, 5, 9
2019/1/29, 89, 64, 63, 24, 5, 10
2019/1/30, 117, 63, 60, 21, 6, 10
2019/1/31, 117, 62, 41, 18, 3, 8
2019/2/1, 102, 62, 53, 17, 6, 7
2019/2/2, 122, 59, 41, 17, 2, 8
2019/2/3, 124, 65, 40, 22, 2, 10
2019/2/4, 131, 77, 42, 20, 5, 7
2019/2/5, 132, 105, 49, 13, 1, 5
2019/2/6, 128, 89, 35, 7, 1, 2
2019/2/7, 87, 91, 40, 7, 1, 2
2019/2/8, 104, 79, 38, 14, 2, 5
2019/2/9, 118, 78, 52, 19, 4, 8
2019/2/10, 125, 90, 39, 20, 2, 11
2019/2/11, 35, 74, 42, 23, 3, 10
2019/2/12, 145, 53, 47, 14, 2, 6
2019/2/13, 109, 56, 35, 11, 1, 5
2019/2/14, 120, 78, 49, 10, 2, 5
2019/2/15, 123, 52, 49, 11, 1, 6
2019/2/16, 126, 51, 59, 10, 3, 6
2019/2/17, 124, 54, 49, 12, 1, 6
2019/2/18, 107, 46, 49, 12, 1, 6
2019/2/19, 99, 58, 51, 15, 4, 8
2019/2/20, 100, 66, 51, 11, 1, 7
2019/2/21, 120, 61, 42, 6, 2, 5
2019/2/22, 104, 48, 38, 7, 5, 5
2019/2/23, 91, 56, 45, 8, 1, 6
2019/2/24, 89, 66, 31, 5, 2, 5
2019/2/25, 96, 105, 31, 3, 1, 4
2019/2/26, 97, 62, 26, 2, 1, 4
2019/2/27, 88, 52, 46, 9, 2, 8
2019/2/28, 82, 64, 49, 13, 4, 12
2019/3/1, 108, 72, 58, 14, 4, 11
2019/3/2, 113, 35, 42, 2, 2, 4
2019/3/3, 63, 58, 21, 2, 1, 3
2019/3/4, 108, 66, 40, 2, 1, 3
2019/3/5, 110, 60, 43, 3, 1, 4
2019/3/6, 105, 66, 53, 5, 1, 5
2019/3/7, 127, 68, 58, 9, 3, 6
2019/3/8, 139, 69, 36, 7, 2, 5
2019/3/9, 124, 62, 41, 7, 2, 5
2019/3/10, 114, 75, 33, 5, 1, 4
2019/3/11, 125, 69, 42, 8, 5, 5
2019/3/12, 124, 66, 51, 4, 2, 4
2019/3/13, 113, 53, 37, 5, 2, 3
2019/3/14, 106, 56, 52, 10, 6, 7
2019/3/15, 123, 63, 54, 11, 4, 7
2019/3/16, 116, 59, 56, 8, 2, 6
2019/3/17, 124, 69, 48, 7, 2, 5
2019/3/18, 130, 62, 72, 6, 2, 5
2019/3/19, 117, 77, 46, 6, 3, 5
2019/3/20, 135, 47, 34, 4, 1, 5
2019/3/21, 92, 52, 36, 6, 1, 4
2019/3/22, 114, 60, 53, 8, 3, 6
2019/3/23, 122, 57, 56, 9, 2, 7
2019/3/24, 116, 54, 43, 5, 2, 4
2019/3/25, 129, 67, 35, 8, 1, 6
2019/3/26, 135, 64, 56, 6, 3, 4
2019/3/27, 132, 72, 73, 8, 5, 5
2019/3/28, 147, 72, 78, 7, 6, 5
2019/3/29, 156, 82, 48, 6, 3, 4
2019/3/30, 157, 64, 33, 9, 1, 4
2019/3/31, 140, 66, 44, 5, 1, 4
2018/11/30, 143, 74, 56, 23, 3, 13
2018/12/1, 154, 66, 67, 22, 4, 12
2018/12/2, 150, 65, 60, 22, 2, 10
2018/12/3, 148, 68, 58, 22, 3, 11
2018/12/4, 145, 67, 30, 17, 1, 9
2018/12/5, 149, 55, 9, 25, 1, 11
2018/12/6, 91, 55, 50, 14, 1, 6
2018/12/7, 90, 49, 54, 13, , 5
2018/12/8, 63, 46, 51, 13, 1, 5
2018/12/9, 55, 60, 53, 11, 1, 4
2018/12/10, 96, 50, 61, 12, 1, 5
2018/12/11, 150, , , , , 
2018/12/15, 73, 52, 62, 14, 5, 5
2018/12/16, 64, 55, 63, 19, 7, 6
2018/12/17, 70, 58, 51, 21, 6, 8
2018/12/18, 56, 55, 45, 21, 7, 9
2018/12/19, 47, 56, 48, 22, 4, 10
2018/12/20, 51, 66, 59, 24, 5, 12
2018/12/21, 63, 64, 59, 27, 6, 11
2018/12/22, 50, 63, 64, 29, 6, 11
2018/12/23, 57, 63, 72, 20, 3, 8
2018/12/24, 57, 56, 58, 18, 1, 6
2018/12/25, 45, 52, 49, 14, 1, 5
2018/12/26, 72, 59, 25, 18, 1, 6
2018/12/27, 141, 65, 57, 30, 8, 12
2018/12/28, 131, 71, 60, 32, 7, 13
2018/12/29, 133, 65, 68, 29, 6, 12
2018/12/30, 124, , , , , 
2024/12/31, , 95, 4, 1, 2, 12
2025/1/19, , 106, 21, 13, 4, 17
2024/10/14, , 70, 7, 11, , 6
2024/7/10, , 23, 16, 2, 3, 7
2024/8/31, , 30, 11, 4, 3, 10
2024/4/2, , 88, 25, 5, 2, 12
2024/4/6, , 46, 25, 5, 2, 10
2024/4/12, , 56, 23, 5, 2, 11
2024/4/26, , 57, 23, 4, 3, 9
2024/5/12, , 65, 34, 2, 2, 13
2024/3/15, , 70, 25, 5, 1, 3
2023/10/3, , 66, 17, 4, , 3
2023/10/15, , 93, 20, 4, , 6
2023/11/18, , 85, 24, 2, , 3
2023/11/21, , 74, 31, 3, , 3
2023/11/27, , 39, 6, , , 3
2023/12/6, , 64, 17, 3, , 3
2023/12/10, , 77, , 5, , 3
2023/12/13, , 72, 25, 4, , 3
2023/7/6, , 8, 6, 2, , 1
2023/8/20, , 56, 5, 4, 1, 
2023/4/2, , 55, 24, 2, , 1
2023/5/21, , 43, 18, 2, , 2
2023/6/21, , 97, 8, 2, , 2
2023/2/10, , 66, 25, 2, 1, 2
2022/10/23, , 61, , 3, , 5
2022/11/27, , 72, 18, 6, , 4
2022/12/11, , 53, 16, , , 8
2022/12/30, , 54, 19, , 1, 4
2022/7/12, , 15, 6, 6, , 6
2022/7/27, , 32, 8, 2, , 3
2022/7/28, , 37, 9, 3, , 3
2022/8/10, , 16, 18, 2, , 3
2022/8/11, , 23, 18, 4, 1, 4
2022/8/12, , 23, 18, 5, 1, 4
2022/8/15, , 66, 18, 4, , 7
2022/8/16, , 19, 18, 3, , 3
2022/8/21, , 31, 18, 3, 1, 2
2022/8/27, , 53, 18, 3, 2, 3
2022/8/28, , 50, 18, 3, 2, 3
2022/8/29, , 51, 18, 3, 2, 4
2022/8/30, , 41, 18, 3, 3, 4
2022/8/31, , 23, 18, 3, 2, 2
2022/9/1, , 27, 18, 3, 1, 4
2022/9/4, , 28, 18, 3, 2, 3
2022/9/19, , 31, 18, 3, 2, 3
2022/2/1, , 62, 18, 15, 2, 5
2022/2/10, , 54, 18, 20, 4, 6
2021/9/6, , 30, 7, 8, , 3
2021/4/28, , 52, 37, 12, 1, 
2021/5/16, , 25, 24, 43, , 2
2021/5/28, , 28, 16, 4, , 8
2021/1/3, , 80, 27, 16, , 1
2020/8/29, , 10, 5, 11, , 2
2020/6/3, , 18, 14, 9, , 3
2019/12/31, , 96, 24, 1, 1, 9
2019/10/19, , 13, , , 1, 5
2019/7/7, , 14, 12, , , 7
2019/8/15, , 24, 14, 3, , 4
2019/8/16, , 35, 13, 3, , 4
2019/8/17, , 36, 15, 3, 1, 3
2019/8/18, , 32, 15, 3, , 3
2019/6/6, , 78, 11, 12, 2, 4
2018/12/31, , 79, 62, 31, 5, 15
2018/11/29, , 74, 64, 24, 6, 13
2018/12/14, , 58, 56, 18, 7, 6
2024/10/13, , , 3, 6, 1, 2
2022/8/13, , , 18, 5, 5, 
2022/8/14, , , 18, , , 
